Block_Number,Block_Label,Block_Duration_Minutes,Trial_Number,Sequence_Number,Trial_In_Sequence,Contrast,Delay,DiameterX,DiameterY,Duration,Orientation,Spatial_Frequency,Temporal_Frequency,X,Y,Phase,Trial_Type,Block_Type
6,Control block 4,6.4,12645,729,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.520530470714071,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12646,729,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.7065548012458684,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12647,729,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.8888586451300498,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12648,729,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.249745846409281,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12649,729,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.424608717067314,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12650,730,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.595751101163069,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12651,730,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.75573202546227,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12652,730,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.031048034655019,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12653,730,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.138942146322417,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12654,730,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.287761610751918,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12655,731,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.332407450080362,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12656,731,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.377053289408806,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12657,731,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.373332802838401,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12658,731,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.313805017065788,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12659,731,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.231954311635048,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12660,732,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.146383119544502,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12661,732,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.071973387331783,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12662,732,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.019886574781254,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12663,732,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.005004628337086,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12664,732,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.101737280216058,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12665,733,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.280320637529834,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12666,733,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.5258727538342445,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12667,733,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,6.15091450443246,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12668,733,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.21745493865834034,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12669,733,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.5634601934934017,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12670,734,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.9057449616767843,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12671,734,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.2294272967643187,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12672,734,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.534507198841342,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12673,734,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.8209846679078538,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12674,734,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.1037416503186233,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12675,735,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.3864986327334563,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12676,735,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.045024762782288,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12677,735,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.42451439707203,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12678,735,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.283946804186229,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12679,735,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.236391376523658,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12680,736,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.7237751224808,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12681,736,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.38931390107229974,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12682,736,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.846933754145166,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12683,736,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.7286890809174915,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12684,736,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.1602655277618252,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12685,737,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.591841974598032,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12686,737,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.454994868278573,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12687,737,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.8865713151229078,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12688,737,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.76832664181396,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12689,737,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.653802455156691,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12690,738,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,6.096540361870724,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12691,738,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.25237247475755714,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12692,738,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.680228434942085,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12693,738,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.0894819621201652,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12694,738,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.4875740295057551,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12695,739,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.874504637017582,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12696,739,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.250273784655645,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12697,739,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.6334839055970654,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12698,739,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.0241349996792977,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12699,739,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.8463625406830735,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12700,740,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.713235920934021,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12701,740,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.163414800866075,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12702,740,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,6.082374993667551,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12703,740,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.25308905299448836,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12704,740,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.1236829198971139,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12705,741,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.540377420293215,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12706,741,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.9459104609008897,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12707,741,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.7458150821571388,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12708,741,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.143907149542729,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12709,741,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.936370797580956,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12710,742,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.747436878710968,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12711,742,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.15296991931458,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12712,742,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.926831134342296,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12713,742,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.008253515008282895,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12714,742,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.36914071620624034,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12715,743,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.730027917485471,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12716,743,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.079753658890938,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12717,743,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.7940870881419781,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12718,743,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.1475333161178507,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12719,743,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.508420517393018,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12720,744,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.222753946648121,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12721,744,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.8998825097928016,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12722,744,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.204962411869825,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12723,744,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.751873943599579,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12724,744,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.001146546559732,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12725,745,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.462486886284277,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12726,745,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.655952190038159,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12727,745,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.83825603392234,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12728,745,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,6.176820315535316,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12729,745,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.061056905795742744,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12730,746,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.38845972753901975,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12731,746,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.5484406518382207,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12732,746,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.8684025003594131,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12733,746,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.0209424513552563,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12734,746,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.314860893639789,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12735,747,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.4562393848472055,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12736,747,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.7389963672620385,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12737,747,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.9026977781316452,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12738,747,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.315671791876068,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12739,747,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.58726731449841,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12740,748,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.186265658778693,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12741,748,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.4801841010632257,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12742,748,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.049418552459234,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12743,748,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.313573101859491,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12744,748,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.84932317380082,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12745,749,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.120918696337825,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12746,749,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.664109741497174,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12747,749,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.935705264119517,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12748,749,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,6.2073007866605865,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12749,749,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.210592948547512,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12750,750,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.5119523639687926,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12751,750,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.1332736279966025,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12752,750,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.456955963084137,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12753,750,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.108041120000285,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12754,750,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.4280029685174136,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12755,751,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.03816277267146,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12756,751,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.3432426747484834,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12757,751,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.652043063395912,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12758,751,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.9608434521246143,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12759,751,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.277084813990064,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12760,752,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.905847051239959,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12761,752,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.225808899757087,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12762,752,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.876894056587898,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12763,752,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,6.204296878331176,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12764,752,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.5275508887352299,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12765,753,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.8177488443680839,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12766,753,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.3497784296577326,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12767,753,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.606492005835906,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12768,753,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.1013167250151317,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12769,753,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.358030301197369,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12770,754,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.8937803731346325,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12771,754,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.1430529760094488,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12772,754,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.6081138023856725,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12773,754,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.8276225123762138,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12774,754,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.035969762574265,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12775,755,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.445223289752344,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12776,755,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.649850053379989,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12777,755,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.055383093906391,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12778,755,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.260009857534036,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12779,755,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.6469404650499255,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12780,756,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.814362362485874,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12781,756,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,6.097119344896644,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12782,756,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,6.2161749164418705,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12783,756,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.1190139397981446,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12784,756,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.18598269878877874,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12785,757,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.2827153506677513,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12786,757,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.3422431364363008,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12787,757,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.5691928197342632,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12788,757,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.7626581234881445,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12789,757,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.3207311150916623,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12790,758,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.6704568564971294,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12791,758,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.0648284372310406,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12792,758,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.4889639108492263,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12793,758,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.9465837639220926,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12794,758,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.8953078496931797,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12795,759,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.371530135861894,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12796,759,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.305372275103474,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12797,759,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.755551155039594,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12798,759,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.3615621477731438,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12799,759,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.8117410277051988,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12800,760,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.7195397607141836,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12801,760,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.173439127220708,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12802,760,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.084958346796035,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12803,760,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.5314167400804743,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12804,760,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.387128660538931,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12805,761,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.7926617011466055,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12806,761,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.588845835836512,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12807,761,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.983217416570423,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12808,761,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.5036572172987649,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12809,761,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.9091902578251663,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12810,762,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.7053743925110094,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12811,762,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.1034664598965995,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12812,762,3,0,0,360,360,0.343,0,0.04,2,0,0,2.884768648142337,motor_omission,open_loop_prerecorded
6,Control block 4,6.4,12813,762,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.2605377957804,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12814,762,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.9748712250314395,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12815,763,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.309715019996801,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12816,763,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.9533592036868015,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12817,763,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.269600565552252,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12818,763,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.6081648471692915,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12819,763,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.0579154022553201,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12820,764,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.4634484428629947,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12821,764,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.4634484428629947,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12822,764,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.3154398766697721,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12823,764,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,1.7470163235100424,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12824,764,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,2.602728243968499,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12825,765,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.015702257798258,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12826,765,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.41751481175019,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12827,765,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,3.8044454192620165,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12828,765,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.195096513344248,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12829,765,5,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,4.983839674812071,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12830,766,1,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.389372715415682,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12831,766,2,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,5.791185269371677,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12832,766,3,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,6.196718309898079,prerecorded,open_loop_prerecorded
6,Control block 4,6.4,12833,766,4,1,0,360,360,0.03333333333333333,0,0.04,0,0,0,0.3190660433221038,prerecorded,open_loop_prerecorded
